# Timestamp(ns);angle_cmd
1687075058105785856.000000;5.481770
1687075058114658816.000000;5.490201
1687075058125729024.000000;5.495676
1687075058134679552.000000;5.503001
1687075058144635136.000000;5.454679
1687075058155741184.000000;5.415891
1687075058165997312.000000;5.390676
1687075058175290112.000000;5.391763
1687075058186069760.000000;5.395099
1687075058194030592.000000;5.391532
1687075058206000896.000000;5.389981
1687075058214757120.000000;5.449689
1687075058224008704.000000;5.481190
1687075058234152704.000000;5.502533
1687075058244541696.000000;5.516210
1687075058256058112.000000;5.523743
1687075058264669696.000000;5.490852
1687075058274802944.000000;5.468463
1687075058284517888.000000;5.452348
1687075058293818368.000000;5.439170
1687075058304719616.000000;5.428624
1687075058315191040.000000;5.391672
1687075058324152576.000000;5.365334
1687075058337474560.000000;5.347652
1687075058344918272.000000;5.330348
1687075058355440384.000000;5.318509
1687075058364509184.000000;5.359581
1687075058373988352.000000;5.384582
1687075058384625408.000000;5.398828
1687075058394321920.000000;5.408782
1687075058405900800.000000;5.414807
1687075058414133504.000000;5.391807
1687075058425048320.000000;5.377888
1687075058434291456.000000;5.369796
1687075058444086016.000000;5.361438
1687075058455308288.000000;5.354965
1687075058466188032.000000;5.385795
1687075058474267136.000000;5.397897
1687075058485084416.000000;5.404901
1687075058494936064.000000;5.412755
1687075058504256000.000000;5.414529
1687075058514843648.000000;5.415806
1687075058524260096.000000;5.415703
1687075058534982400.000000;5.412088
1687075058544274688.000000;5.406317
1687075058558443520.000000;5.402921
1687075058565519872.000000;5.385561
1687075058574545920.000000;5.374665
1687075058584798976.000000;5.371264
1687075058593751808.000000;5.354906
1687075058605018880.000000;5.348548
1687075058615856640.000000;5.414704
1687075058624998144.000000;5.446962
1687075058634231808.000000;5.470333
1687075058644009728.000000;5.487159
1687075058655514624.000000;5.499682
1687075058665720064.000000;5.476728
1687075058673893376.000000;5.460888
1687075058684224768.000000;5.451178
1687075058695746304.000000;5.446572
1687075058705232384.000000;5.439542
1687075058715182336.000000;5.457330
1687075058724315648.000000;5.466581
1687075058734747648.000000;5.470155
1687075058744456704.000000;5.471790
1687075058755516928.000000;5.476102
1687075058764972544.000000;5.463653
1687075058774130432.000000;5.454615
1687075058783880704.000000;5.447610
1687075058794293248.000000;5.442529
1687075058804198400.000000;5.435643
1687075058815107072.000000;5.452748
1687075058825589504.000000;5.456930
1687075058835251200.000000;5.468530
1687075058844422912.000000;5.465950
1687075058855470336.000000;5.468320
1687075058864328192.000000;5.482504
1687075058873927936.000000;5.484156
1687075058883833088.000000;5.485054
1687075058895152384.000000;5.488637
1687075058905670144.000000;5.488979
1687075058914921984.000000;5.453126
1687075058925139200.000000;5.429578
1687075058935190784.000000;5.411088
1687075058945042432.000000;5.394657
1687075058956064256.000000;5.387089
1687075058964265728.000000;5.399735
1687075058975344384.000000;5.388598
1687075058984769280.000000;5.389739
1687075058993936640.000000;5.389044
1687075059003898880.000000;5.389760
1687075059013963008.000000;5.389391
1687075059025713152.000000;5.388838
1687075059035157248.000000;5.388152
1687075059043853312.000000;5.424613
1687075059054064896.000000;5.453337
1687075059065283072.000000;5.430767
1687075059074258944.000000;5.421412
1687075059084441344.000000;5.411107
1687075059094874368.000000;5.403030
1687075059104134912.000000;5.396709
1687075059116219648.000000;5.391729
1687075059125928960.000000;5.387744
1687075059135973632.000000;5.391096
1687075059144616192.000000;5.434412
1687075059154330368.000000;5.465926
1687075059165711360.000000;5.433866
1687075059174015232.000000;5.393380
1687075059184441088.000000;5.370914
1687075059193953536.000000;5.358996
1687075059205558016.000000;5.346582
1687075059215774208.000000;5.233130
1687075059225075712.000000;5.170906
1687075059233985536.000000;5.124439
1687075059244545024.000000;5.091791
1687075059254640640.000000;5.068096
1687075059265821440.000000;5.089353
1687075059274543360.000000;5.103239
1687075059286286336.000000;5.114170
1687075059295119872.000000;5.123082
1687075059305334784.000000;5.132573
1687075059315110400.000000;5.095915
1687075059324177408.000000;5.071730
1687075059335059200.000000;5.055623
1687075059343771136.000000;5.043282
1687075059356171264.000000;5.032443
1687075059365268224.000000;5.045823
1687075059375232256.000000;5.053546
1687075059384005376.000000;5.056009
1687075059394291712.000000;5.059754
1687075059405415168.000000;5.060343
1687075059415331328.000000;5.034672
1687075059425486848.000000;5.020389
1687075059434153984.000000;5.008821
1687075059443867648.000000;5.003064
1687075059455199488.000000;4.999860
1687075059464358656.000000;5.042839
1687075059474402304.000000;5.067572
1687075059484025856.000000;5.086682
1687075059495442944.000000;5.100064
1687075059505251072.000000;5.110287
1687075059514477056.000000;5.117350
1687075059523975936.000000;5.116089
1687075059534092544.000000;5.111309
1687075059545065984.000000;5.106023
1687075059555061248.000000;5.104362
1687075059564918784.000000;5.068030
1687075059574227456.000000;5.045897
1687075059584457216.000000;5.025009
1687075059595086336.000000;5.010502
1687075059605847808.000000;4.999421
1687075059614756608.000000;4.968596
1687075059624359680.000000;4.954101
1687075059634265344.000000;4.941414
1687075059644582144.000000;4.929900
1687075059656497920.000000;4.922220
1687075059666406912.000000;4.916085
1687075059674743808.000000;4.909478
1687075059684290048.000000;4.907473
1687075059695812096.000000;4.905784
1687075059705821184.000000;4.902873
1687075059715828736.000000;4.903619
1687075059725102848.000000;4.898709
1687075059734463744.000000;4.897117
1687075059745007872.000000;4.897480
1687075059755489536.000000;4.895971
1687075059765399296.000000;4.927175
1687075059774745856.000000;4.944638
1687075059784129024.000000;4.952466
1687075059794141184.000000;4.961180
1687075059805980672.000000;4.967515
1687075059814985472.000000;4.913538
1687075059825284352.000000;4.887045
1687075059834311936.000000;4.860424
1687075059844763392.000000;4.841160
1687075059855136256.000000;4.826832
1687075059864415232.000000;4.848544
1687075059874987008.000000;4.862238
1687075059884326656.000000;4.873311
1687075059894988032.000000;4.883778
1687075059905724928.000000;4.890560
1687075059915362304.000000;4.893893
1687075059925329664.000000;4.897871
1687075059935845632.000000;4.898877
1687075059944257792.000000;4.899611
1687075059955200768.000000;4.899886
1687075059964390656.000000;4.876487
1687075059974210560.000000;4.865076
1687075059984802304.000000;4.850703
1687075059993711360.000000;4.842186
1687075060004954880.000000;4.836816
1687075060015294720.000000;4.831748
1687075060026205952.000000;4.826903
1687075060035428864.000000;4.823871
1687075060044665088.000000;4.851872
1687075060054517504.000000;4.871130
1687075060068906496.000000;4.893169
1687075060074930176.000000;4.904463
1687075060085219584.000000;4.919768
1687075060094818048.000000;4.931365
1687075060103786752.000000;4.940090
1687075060114657536.000000;4.946627
1687075060125260032.000000;4.950407
1687075060135077120.000000;4.961527
1687075060143703296.000000;4.988435
1687075060154519040.000000;5.009144
1687075060165918464.000000;5.008337
1687075060174980096.000000;5.006569
1687075060184541184.000000;5.013387
1687075060194281984.000000;5.009737
1687075060204927488.000000;5.012624
1687075060214688512.000000;5.014622
1687075060224496640.000000;5.035874
1687075060235117056.000000;5.052649
1687075060244768000.000000;5.062839
1687075060256091648.000000;5.069822
1687075060265640448.000000;5.052170
1687075060273925120.000000;5.040605
1687075060284052480.000000;5.029978
1687075060294481664.000000;5.022871
1687075060305053184.000000;5.016191
1687075060314761728.000000;5.024501
1687075060324047872.000000;5.030682
1687075060334612992.000000;5.036107
1687075060343661824.000000;5.037655
1687075060355245824.000000;5.039812
1687075060364531968.000000;5.012652
1687075060374223104.000000;4.997828
1687075060384907776.000000;4.989747
1687075060393931520.000000;4.982306
1687075060406588160.000000;4.979920
1687075060415273216.000000;4.996489
1687075060424915712.000000;5.004239
1687075060434619648.000000;5.009203
1687075060443717376.000000;5.016233
1687075060456684032.000000;5.020213
1687075060467626240.000000;5.023518
1687075060475296000.000000;5.022142
1687075060484263680.000000;5.023512
1687075060494505984.000000;5.024807
1687075060504281088.000000;5.029006
1687075060515137024.000000;5.031563
1687075060524641792.000000;5.015564
1687075060534622464.000000;5.004156
1687075060544744704.000000;4.999248
1687075060554852096.000000;4.996420
1687075060564497152.000000;5.040456
1687075060573991168.000000;5.060182
1687075060583841792.000000;5.080789
1687075060594506496.000000;5.095609
1687075060604072448.000000;5.103740
1687075060615354880.000000;5.044203
1687075060624478464.000000;5.011041
1687075060634400000.000000;4.986826
1687075060645562624.000000;4.967887
1687075060656232448.000000;4.955031
1687075060665482496.000000;4.940589
1687075060674590464.000000;4.933988
1687075060685372672.000000;4.932137
1687075060695209472.000000;4.929488
1687075060704208640.000000;4.927480
1687075060715601152.000000;5.002929
1687075060724081152.000000;5.046515
1687075060735028992.000000;5.081476
1687075060745022976.000000;5.105198
1687075060755328256.000000;5.124274
1687075060764362240.000000;5.095358
1687075060774681600.000000;5.079299
1687075060784813568.000000;5.071109
1687075060794788096.000000;5.065522
1687075060804445184.000000;5.057617
1687075060815115264.000000;5.006544
1687075060825339648.000000;4.978645
1687075060834221568.000000;4.958035
1687075060843983104.000000;4.945837
1687075060856219392.000000;4.938009
1687075060866319104.000000;4.975394
1687075060874905856.000000;5.003332
1687075060884380416.000000;5.020494
1687075060895923968.000000;5.031638
1687075060905325824.000000;5.041937
1687075060914870528.000000;5.008483
1687075060925721600.000000;4.988433
1687075060935001600.000000;4.973195
1687075060945050880.000000;4.965304
1687075060955531520.000000;4.956778
1687075060965200896.000000;4.958830
1687075060974532352.000000;4.960099
1687075060983981824.000000;4.960739
1687075060994454016.000000;4.962244
1687075061004957184.000000;4.962492
1687075061014496000.000000;4.963124
1687075061026172928.000000;4.963668
1687075061035318528.000000;4.964183
1687075061044513024.000000;4.948084
1687075061054790144.000000;4.938202
1687075061065000704.000000;4.920014
1687075061074727680.000000;4.909235
1687075061084045312.000000;4.900596
1687075061094181120.000000;4.893211
1687075061105610240.000000;4.886799
1687075061114376448.000000;4.881128
1687075061125311232.000000;4.875986
1687075061134388992.000000;4.849801
1687075061144022528.000000;4.831208
1687075061155210752.000000;4.813435
1687075061166576640.000000;4.849799
1687075061174952704.000000;4.859622
1687075061184046848.000000;4.882122
1687075061194777344.000000;4.890001
1687075061204957696.000000;4.897253
1687075061215475712.000000;4.983093
1687075061226561792.000000;5.027466
1687075061235234048.000000;5.058942
1687075061244069888.000000;5.078410
1687075061256213760.000000;5.090104
1687075061264679936.000000;5.055964
1687075061274770176.000000;5.035890
1687075061284229120.000000;5.020104
1687075061294522624.000000;5.008909
1687075061305935872.000000;4.998117
1687075061316737792.000000;4.948892
1687075061324414976.000000;4.917775
1687075061335804416.000000;4.902153
1687075061345124352.000000;4.884458
1687075061354363392.000000;4.872845
1687075061365595136.000000;4.902279
1687075061375195648.000000;4.915926
1687075061383933952.000000;4.922997
1687075061394122496.000000;4.926794
1687075061406930688.000000;4.930057
1687075061414931968.000000;4.920173
1687075061425270528.000000;4.914229
1687075061434619392.000000;4.908903
1687075061444331264.000000;4.902906
1687075061454931712.000000;4.895409
1687075061467045632.000000;4.860156
1687075061474023680.000000;4.843153
1687075061484905984.000000;4.832779
1687075061495485440.000000;4.824896
1687075061504593408.000000;4.813162
1687075061514308608.000000;4.805333
1687075061524542720.000000;4.830437
1687075061535144960.000000;4.846666
1687075061544632064.000000;4.855354
1687075061555166720.000000;4.862043
1687075061565485568.000000;4.820621
1687075061574665472.000000;4.808333
1687075061585256448.000000;4.791930
1687075061593981184.000000;4.775077
1687075061605538048.000000;4.760699
1687075061614962432.000000;4.730587
1687075061624802816.000000;4.709676
1687075061634249728.000000;4.696948
1687075061644524288.000000;4.686846
1687075061654630400.000000;4.675992
1687075061667881472.000000;4.716619
1687075061674289408.000000;4.732437
1687075061684023808.000000;4.752168
1687075061694769664.000000;4.761017
1687075061705441536.000000;4.763590
1687075061714991616.000000;4.761268
1687075061724683008.000000;4.759482
1687075061734149632.000000;4.757879
1687075061744539136.000000;4.757008
1687075061759003392.000000;4.757410
1687075061764374016.000000;4.731928
1687075061775176960.000000;4.714372
1687075061784546816.000000;4.702971
1687075061794687232.000000;4.692350
1687075061804149504.000000;4.682046
1687075061814955776.000000;4.689235
1687075061825179648.000000;4.688409
1687075061835009024.000000;4.689952
1687075061844125440.000000;4.693214
1687075061855910400.000000;4.692610
1687075061866078976.000000;4.690115
1687075061874886912.000000;4.690766
1687075061884093440.000000;4.686969
1687075061894811136.000000;4.682637
1687075061904809984.000000;4.680963
1687075061915872768.000000;4.705091
1687075061923924224.000000;4.722955
1687075061934451968.000000;4.741845
1687075061945160704.000000;4.746535
1687075061954990080.000000;4.750363
1687075061966736896.000000;4.665586
1687075061974177792.000000;4.614301
1687075061984974336.000000;4.574566
1687075061994128640.000000;4.543408
1687075062004591360.000000;4.518740
1687075062014080000.000000;4.500004
1687075062024753664.000000;4.485137
1687075062034445824.000000;4.473093
1687075062043929600.000000;4.480654
1687075062055084544.000000;4.482256
1687075062065855744.000000;4.485845
1687075062074369024.000000;4.482341
1687075062084492288.000000;4.496845
1687075062094347520.000000;4.498203
1687075062104061696.000000;4.499104
1687075062115702272.000000;4.511034
1687075062124881408.000000;4.519075
1687075062135095040.000000;4.525165
1687075062145035776.000000;4.533389
1687075062155761920.000000;4.539284
1687075062165265664.000000;4.542213
1687075062174913024.000000;4.542761
1687075062184495360.000000;4.541080
1687075062193577472.000000;4.540947
1687075062204452096.000000;4.539495
1687075062215308288.000000;4.539293
1687075062224880640.000000;4.558336
1687075062234905856.000000;4.568563
1687075062244148480.000000;4.576404
1687075062254275072.000000;4.584795
1687075062265778688.000000;4.581123
1687075062273895424.000000;4.581785
1687075062284204288.000000;4.579649
1687075062295371008.000000;4.578545
1687075062304197376.000000;4.582361
1687075062315084800.000000;4.597585
1687075062325102080.000000;4.602659
1687075062334580224.000000;4.607185
1687075062344745216.000000;4.610747
1687075062357217792.000000;4.610941
1687075062365310464.000000;4.589726
1687075062375498240.000000;4.582535
1687075062385123328.000000;4.574473
1687075062395137792.000000;4.567706
1687075062404477440.000000;4.562362
1687075062414867456.000000;4.577194
1687075062424229120.000000;4.588512
1687075062434882048.000000;4.594940
1687075062444463616.000000;4.598846
1687075062454445056.000000;4.602738
1687075062465754368.000000;4.646639
1687075062474316544.000000;4.671871
1687075062484536576.000000;4.690554
1687075062494099712.000000;4.701150
1687075062504499712.000000;4.707891
1687075062514324224.000000;4.712992
1687075062524386304.000000;4.690588
1687075062535607296.000000;4.674803
1687075062545729792.000000;4.666074
1687075062555287808.000000;4.654093
1687075062565618688.000000;4.600937
1687075062575053312.000000;4.575078
1687075062584886016.000000;4.556883
1687075062594527232.000000;4.544449
1687075062606370560.000000;4.535523
1687075062614928384.000000;4.524291
1687075062625959424.000000;4.530209
1687075062636438272.000000;4.528915
1687075062645077504.000000;4.524513
1687075062654498560.000000;4.523247
1687075062664951808.000000;4.509275
1687075062674418688.000000;4.495985
1687075062685117440.000000;4.486821
1687075062695809536.000000;4.481591
1687075062705233664.000000;4.476750
1687075062714589952.000000;4.475122
1687075062724078080.000000;4.473862
1687075062734366464.000000;4.474249
1687075062744213760.000000;4.472327
1687075062755096064.000000;4.472373
1687075062765221888.000000;4.520571
1687075062774876416.000000;4.548546
1687075062785194752.000000;4.569714
1687075062795031296.000000;4.585605
1687075062805156608.000000;4.597772
1687075062814718464.000000;4.602523
1687075062824692480.000000;4.614104
1687075062833875456.000000;4.626279
1687075062843950080.000000;4.633605
1687075062854843392.000000;4.635987
1687075062866774016.000000;4.632571
1687075062874779648.000000;4.629693
1687075062884787968.000000;4.631370
1687075062896022016.000000;4.633995
1687075062905272576.000000;4.632895
1687075062917489920.000000;4.629478
1687075062925204992.000000;4.631756
1687075062935208960.000000;4.633786
1687075062944066560.000000;4.632580
1687075062956414720.000000;4.635193
1687075062964374272.000000;4.599413
1687075062974880512.000000;4.577509
1687075062984503808.000000;4.561148
1687075062994661632.000000;4.548889
1687075063004862208.000000;4.542242
1687075063014882560.000000;4.536554
1687075063025525760.000000;4.532591
1687075063034199808.000000;4.529895
1687075063045423360.000000;4.547828
1687075063054856704.000000;4.558962
1687075063067285760.000000;4.597673
1687075063074544896.000000;4.623908
1687075063084980992.000000;4.642105
1687075063095038464.000000;4.658744
1687075063105163520.000000;4.667886
1687075063115268352.000000;4.662306
1687075063124530688.000000;4.661391
1687075063134741248.000000;4.659286
1687075063144916480.000000;4.654060
1687075063154354432.000000;4.654807
1687075063166069760.000000;4.649073
1687075063174211840.000000;4.649326
1687075063186507264.000000;4.648075
1687075063194154496.000000;4.649950
1687075063204041728.000000;4.647651
1687075063214990848.000000;4.625965
1687075063223937280.000000;4.616859
1687075063234178304.000000;4.608262
1687075063244443392.000000;4.603097
1687075063254477824.000000;4.596951
1687075063265592576.000000;4.578271
1687075063274468352.000000;4.566478
1687075063284570112.000000;4.566521
1687075063295538176.000000;4.564180
1687075063305841152.000000;4.563255
1687075063313925888.000000;4.641213
1687075063324679680.000000;4.680646
1687075063334626816.000000;4.714837
1687075063344661760.000000;4.737377
1687075063354755328.000000;4.752874
1687075063364231168.000000;4.812787
1687075063377636864.000000;4.843126
1687075063384813824.000000;4.865860
1687075063394451200.000000;4.888134
1687075063404376320.000000;4.902586
1687075063415828736.000000;4.914124
1687075063425276928.000000;4.917005
1687075063433925376.000000;4.918962
1687075063444142848.000000;4.922088
1687075063454157824.000000;4.927020
1687075063465960960.000000;4.882123
1687075063475308800.000000;4.860892
1687075063485167360.000000;4.844902
1687075063495652608.000000;4.833199
1687075063505364992.000000;4.822968
1687075063514491904.000000;4.815982
1687075063524239616.000000;4.820445
1687075063535037952.000000;4.820261
1687075063544737024.000000;4.816417
1687075063555992320.000000;4.811475
1687075063565736704.000000;4.763168
1687075063574945792.000000;4.745745
1687075063585400320.000000;4.725178
1687075063594326784.000000;4.711926
1687075063604774912.000000;4.703848
1687075063614424320.000000;4.721179
1687075063625246464.000000;4.733750
1687075063634616064.000000;4.743001
1687075063644372736.000000;4.746015
1687075063655329536.000000;4.750335
1687075063665768704.000000;4.736790
1687075063674285568.000000;4.721504
1687075063684324352.000000;4.708673
1687075063695397120.000000;4.701896
1687075063704697344.000000;4.695325
1687075063715585024.000000;4.702965
1687075063725341440.000000;4.706743
1687075063735093760.000000;4.709608
1687075063745540096.000000;4.709736
1687075063757314816.000000;4.710408
1687075063766059776.000000;4.671769
1687075063775490048.000000;4.650425
1687075063784886272.000000;4.637119
1687075063794497280.000000;4.623181
1687075063805815552.000000;4.616358
1687075063815104768.000000;4.602702
1687075063824196864.000000;4.596807
1687075063834357248.000000;4.591440
1687075063844271104.000000;4.586419
1687075063855559168.000000;4.581363
1687075063865460480.000000;4.589501
1687075063874381056.000000;4.596457
1687075063884969728.000000;4.600907
1687075063894639872.000000;4.605506
1687075063905076480.000000;4.610959
1687075063915616768.000000;4.593643
1687075063925133312.000000;4.582144
1687075063935455232.000000;4.572634
1687075063945096448.000000;4.561289
1687075063955174144.000000;4.554290
1687075063965655040.000000;4.587643
1687075063974661376.000000;4.610333
1687075063985789696.000000;4.626206
1687075063994840576.000000;4.636302
1687075064004997632.000000;4.642210
1687075064015308288.000000;4.647412
1687075064025066240.000000;4.651003
1687075064035502336.000000;4.653452
1687075064043959552.000000;4.617537
1687075064054004224.000000;4.593857
1687075064065926912.000000;4.584894
1687075064075265792.000000;4.577770
1687075064084827904.000000;4.582925
1687075064094763776.000000;4.583505
1687075064105290752.000000;4.583577
1687075064115576320.000000;4.583259
1687075064124979456.000000;4.584280
1687075064134246400.000000;4.626954
1687075064144560128.000000;4.659415
1687075064155911424.000000;4.679009
1687075064165489664.000000;4.645307
1687075064177046784.000000;4.638948
1687075064185579008.000000;4.626947
1687075064194431488.000000;4.618565
1687075064204833024.000000;4.609732
1687075064216876800.000000;4.631677
1687075064226893056.000000;4.640342
1687075064235371776.000000;4.656137
1687075064243873792.000000;4.661733
1687075064255840512.000000;4.665635
1687075064269402880.000000;4.643472
1687075064275028992.000000;4.624217
1687075064284359936.000000;4.615926
1687075064295136256.000000;4.606736
1687075064307428608.000000;4.599649
1687075064314769408.000000;4.614631
1687075064323968256.000000;4.622574
1687075064334052608.000000;4.625808
1687075064344527872.000000;4.630185
1687075064356608512.000000;4.633578
1687075064365146624.000000;4.615696
1687075064375598336.000000;4.605730
1687075064384015872.000000;4.598645
1687075064394491648.000000;4.592060
1687075064404250624.000000;4.590689
1687075064415315712.000000;4.664593
1687075064424780288.000000;4.703023
1687075064435671296.000000;4.733551
1687075064445507840.000000;4.756338
1687075064456419328.000000;4.771311
1687075064467687168.000000;4.760891
1687075064474773248.000000;4.754420
1687075064485222656.000000;4.749544
1687075064494396928.000000;4.746950
1687075064505185280.000000;4.744351
1687075064516967936.000000;4.739965
1687075064524949504.000000;4.744526
1687075064534028544.000000;4.751281
1687075064544432640.000000;4.752922
1687075064555567360.000000;4.754731
1687075064565011456.000000;4.731003
1687075064574601216.000000;4.716890
1687075064585206272.000000;4.708419
1687075064594146048.000000;4.700643
1687075064605979136.000000;4.694883
1687075064615140096.000000;4.742382
1687075064624614912.000000;4.767943
1687075064634870784.000000;4.786684
1687075064644120576.000000;4.801291
1687075064656012032.000000;4.811460
1687075064666075392.000000;4.803309
1687075064674835200.000000;4.797272
1687075064683857152.000000;4.789294
1687075064695625216.000000;4.780438
1687075064705579776.000000;4.778798
1687075064714712320.000000;4.741810
1687075064724081152.000000;4.719460
1687075064736853504.000000;4.701660
1687075064744093440.000000;4.687171
1687075064754442752.000000;4.678172
1687075064765057280.000000;4.639172
1687075064774250752.000000;4.615218
1687075064784530688.000000;4.601174
1687075064794222080.000000;4.589741
1687075064805325056.000000;4.576008
1687075064814547200.000000;4.566755
1687075064825533440.000000;4.562109
1687075064834913792.000000;4.557313
1687075064844222976.000000;4.553721
1687075064857147136.000000;4.553396
1687075064866252544.000000;4.642710
1687075064874786560.000000;4.695345
1687075064885416448.000000;4.735385
1687075064895273728.000000;4.763901
1687075064906430208.000000;4.786956
1687075064914817536.000000;4.779750
1687075064924439296.000000;4.774450
1687075064935082496.000000;4.769639
1687075064944161024.000000;4.767331
1687075064954477312.000000;4.764087
1687075064965252352.000000;4.763379
1687075064974657792.000000;4.764318
1687075064984379904.000000;4.761498
1687075064993804800.000000;4.759662
1687075065005222144.000000;4.758903
1687075065014971392.000000;4.757759
1687075065024591872.000000;4.756657
1687075065035826688.000000;4.755578
1687075065043831808.000000;4.727180
1687075065055242240.000000;4.708313
1687075065065571328.000000;4.727475
1687075065074556928.000000;4.737964
1687075065084335616.000000;4.747884
1687075065094334976.000000;4.755771
1687075065105446912.000000;4.761350
1687075065115759872.000000;4.765026
1687075065124285696.000000;4.767323
1687075065135457280.000000;4.762925
1687075065144590592.000000;4.757415
1687075065155744000.000000;4.753398
1687075065167159296.000000;4.628353
1687075065174366720.000000;4.572249
1687075065185250048.000000;4.527460
1687075065194540032.000000;4.494312
1687075065204650752.000000;4.472520
1687075065215212544.000000;4.406417
1687075065225455616.000000;4.385253
1687075065235503360.000000;4.360564
1687075065245272832.000000;4.341528
1687075065255207936.000000;4.324573
1687075065265117952.000000;4.281619
1687075065274617344.000000;4.261372
1687075065284624896.000000;4.242197
1687075065295220480.000000;4.226421
1687075065307042560.000000;4.212889
1687075065315071232.000000;4.249366
1687075065324119552.000000;4.273273
1687075065335155456.000000;4.291482
1687075065344303360.000000;4.301738
1687075065354270976.000000;4.309258
1687075065365053696.000000;4.341982
1687075065375184128.000000;4.360602
1687075065384579584.000000;4.377507
1687075065395181568.000000;4.389029
1687075065406119168.000000;4.393701
1687075065416636160.000000;4.372635
1687075065425325568.000000;4.372878
1687075065434035456.000000;4.381013
1687075065444519680.000000;4.376700
1687075065455414528.000000;4.374370
1687075065465630208.000000;4.352972
1687075065474100992.000000;4.336157
1687075065484504576.000000;4.322816
1687075065495083008.000000;4.311578
1687075065506134784.000000;4.303780
1687075065515575552.000000;4.297678
1687075065525128192.000000;4.322325
1687075065535148288.000000;4.343247
1687075065544978176.000000;4.358077
1687075065554898176.000000;4.375174
1687075065565474560.000000;4.338177
1687075065574507264.000000;4.317555
1687075065584125696.000000;4.299030
1687075065594008832.000000;4.288701
1687075065606560256.000000;4.280841
1687075065615213056.000000;4.266943
1687075065624520960.000000;4.243741
1687075065634851840.000000;4.220984
1687075065645058560.000000;4.202720
1687075065656139008.000000;4.186700
1687075065666521344.000000;4.243922
1687075065675042048.000000;4.273153
1687075065684522496.000000;4.305651
1687075065695514880.000000;4.324092
1687075065704938496.000000;4.333680
1687075065714935808.000000;4.384624
1687075065724803072.000000;4.416512
1687075065733983232.000000;4.437500
1687075065744403712.000000;4.449978
1687075065756236288.000000;4.460302
1687075065764644864.000000;4.404591
1687075065774253824.000000;4.375204
1687075065785200640.000000;4.351304
1687075065794261760.000000;4.334489
1687075065804471808.000000;4.323428
1687075065815209728.000000;4.307782
1687075065824399616.000000;4.299720
1687075065834109440.000000;4.292543
1687075065844543488.000000;4.287822
1687075065855176192.000000;4.282543
1687075065866457088.000000;4.265028
1687075065874156544.000000;4.249900
1687075065884144128.000000;4.237299
1687075065896703744.000000;4.227328
1687075065904613376.000000;4.222317
1687075065914568448.000000;4.211509
1687075065925183488.000000;4.203739
1687075065935192064.000000;4.200109
1687075065944500736.000000;4.191748
1687075065955728896.000000;4.186732
1687075065964556032.000000;4.167613
1687075065974746624.000000;4.152205
1687075065984250112.000000;4.142535
1687075065994284544.000000;4.134750
1687075066004096256.000000;4.127820
1687075066014941952.000000;4.122443
1687075066025483008.000000;4.117985
1687075066034021376.000000;4.114204
1687075066044008448.000000;4.076488
1687075066054923264.000000;4.049497
1687075066064671232.000000;4.048733
1687075066074462464.000000;4.048311
1687075066085021952.000000;4.043281
1687075066095486976.000000;4.039312
1687075066106008576.000000;4.035664
1687075066116175104.000000;4.035639
1687075066125010176.000000;4.028362
1687075066135047680.000000;4.027845
1687075066144139264.000000;4.029767
1687075066154174464.000000;4.031052
1687075066165829120.000000;4.081553
1687075066174837248.000000;4.106847
1687075066184914688.000000;4.133023
1687075066193942016.000000;4.148257
1687075066207926272.000000;4.159460
1687075066215135744.000000;4.170625
1687075066225186816.000000;4.132549
1687075066234252544.000000;4.106913
1687075066244170240.000000;4.085340
1687075066254233600.000000;4.069625
1687075066265322240.000000;4.097778
1687075066274454272.000000;4.116929
1687075066284701952.000000;4.124812
1687075066294315264.000000;4.136211
1687075066304332544.000000;4.141225
1687075066314204928.000000;4.127290
1687075066325144832.000000;4.120337
1687075066334942976.000000;4.116120
1687075066344409600.000000;4.114566
1687075066357204992.000000;4.112066
1687075066364817408.000000;4.122962
1687075066375376384.000000;4.131171
1687075066384802560.000000;4.133871
1687075066395168512.000000;4.131861
1687075066405192960.000000;4.133711
1687075066414294784.000000;4.104870
1687075066424193536.000000;4.087879
1687075066434655488.000000;4.074974
1687075066444588800.000000;4.064987
1687075066455333120.000000;4.057167
1687075066467219968.000000;4.072632
1687075066474070528.000000;4.081488
1687075066484790016.000000;4.085482
1687075066494984448.000000;4.087761
1687075066506268928.000000;4.092556
1687075066514733056.000000;4.094231
1687075066525154048.000000;4.080784
1687075066535990528.000000;4.074873
1687075066545188608.000000;4.065215
1687075066558612224.000000;4.058864
1687075066565917952.000000;4.104101
1687075066575631104.000000;4.121377
1687075066584632832.000000;4.140147
1687075066594238976.000000;4.151943
1687075066605046016.000000;4.158955
1687075066615493376.000000;4.165249
1687075066624783104.000000;4.139419
1687075066635203840.000000;4.124847
1687075066644622592.000000;4.107585
1687075066654419456.000000;4.097710
1687075066666301184.000000;4.074314
1687075066673929984.000000;4.062276
1687075066685002752.000000;4.052647
1687075066694582784.000000;4.043801
1687075066704784640.000000;4.036705
1687075066715409920.000000;4.066804
1687075066724837888.000000;4.085124
1687075066734878208.000000;4.095418
1687075066744383232.000000;4.103765
1687075066754782464.000000;4.111356
1687075066765530368.000000;4.136913
1687075066774274048.000000;4.150219
1687075066785437952.000000;4.158125
1687075066793926144.000000;4.165476
1687075066805110016.000000;4.171684
1687075066816037632.000000;4.175234
1687075066825170432.000000;4.178576
