# Timestamp(ns);pedal_cmd
1687075031656443904.000000;0.000000
1687075031665879296.000000;0.000000
1687075031674251264.000000;0.000000
1687075031684041216.000000;0.000000
1687075031694458368.000000;0.000000
1687075031704279808.000000;0.000000
1687075031714217472.000000;0.000000
1687075031724579072.000000;0.000000
1687075031734324480.000000;0.000000
1687075031743848704.000000;0.000000
1687075031755036672.000000;0.000000
1687075031765429760.000000;0.000000
1687075031773618944.000000;0.000000
1687075031785292288.000000;0.000000
1687075031794041600.000000;0.000000
1687075031806792192.000000;0.000000
1687075031814915072.000000;0.000000
1687075031825017600.000000;0.000000
1687075031835450624.000000;0.000000
1687075031846668544.000000;0.000000
1687075031855215616.000000;0.000000
1687075031865803008.000000;0.000000
1687075031874399232.000000;0.000000
1687075031883813888.000000;0.000000
1687075031894917632.000000;0.000000
1687075031904664064.000000;0.000000
1687075031914611200.000000;0.000000
1687075031924890112.000000;0.000000
1687075031934594560.000000;0.000000
1687075031944071680.000000;0.000000
1687075031954884608.000000;0.000000
1687075031966533376.000000;0.000000
1687075031974170112.000000;0.000000
1687075031983767552.000000;0.000000
1687075031994219520.000000;0.000000
1687075032003841792.000000;0.000000
1687075032014914816.000000;0.000000
1687075032024034816.000000;0.000000
1687075032035323904.000000;0.000000
1687075032044329216.000000;0.000000
1687075032054060800.000000;0.000000
1687075032065334272.000000;0.000000
1687075032073748736.000000;0.000000
1687075032084762880.000000;0.000000
1687075032095233536.000000;0.000000
1687075032104555776.000000;0.000000
1687075032119007744.000000;0.000000
1687075032124170240.000000;0.000000
1687075032134716928.000000;0.000000
1687075032144538112.000000;0.000000
1687075032155460352.000000;0.000000
1687075032164241920.000000;0.000000
1687075032174072832.000000;0.000000
1687075032183947776.000000;0.000000
1687075032194940672.000000;0.000000
1687075032205979136.000000;0.000000
1687075032216251136.000000;0.000000
1687075032225006592.000000;0.000000
1687075032235708928.000000;0.000000
1687075032243984384.000000;0.000000
1687075032254731264.000000;0.000000
1687075032264429568.000000;0.000000
1687075032274127104.000000;0.000000
1687075032283985408.000000;0.000000
1687075032295476480.000000;0.000000
1687075032305105152.000000;0.000000
1687075032315183872.000000;0.000000
1687075032324965888.000000;0.000000
1687075032334224640.000000;0.000000
1687075032343796224.000000;0.000000
1687075032354868736.000000;0.000000
1687075032366569472.000000;0.000000
1687075032374053120.000000;0.000000
1687075032385089792.000000;0.000000
1687075032394155008.000000;0.000000
1687075032404915712.000000;0.000000
1687075032414978560.000000;0.000000
1687075032424930048.000000;0.000000
1687075032434115072.000000;0.000000
1687075032444178944.000000;0.000000
1687075032454855424.000000;0.000000
1687075032465490432.000000;0.000000
1687075032474141184.000000;0.000000
1687075032485511424.000000;0.000000
1687075032494995968.000000;0.000000
1687075032505358848.000000;0.000000
1687075032515388160.000000;0.000000
1687075032523619584.000000;0.000000
1687075032534779904.000000;0.000000
1687075032544001536.000000;0.000000
1687075032555438080.000000;0.000000
1687075032564508672.000000;0.000000
1687075032574788352.000000;0.000000
1687075032584301824.000000;0.000000
1687075032594677760.000000;0.000000
1687075032604035072.000000;0.000000
1687075032617814272.000000;0.000000
1687075032624988928.000000;0.000000
1687075032633618944.000000;0.000000
1687075032644298496.000000;0.000000
1687075032655094784.000000;0.000000
1687075032667971072.000000;0.000000
1687075032674604544.000000;0.000000
1687075032684387584.000000;0.000000
1687075032693966592.000000;0.000000
1687075032704684032.000000;0.000000
1687075032715160576.000000;0.000000
1687075032724142336.000000;0.000000
1687075032734358272.000000;0.000000
1687075032745002240.000000;0.000000
1687075032754659584.000000;0.000000
1687075032764179456.000000;0.000000
1687075032775133952.000000;0.000000
1687075032783639296.000000;0.000000
1687075032794133504.000000;0.000000
1687075032805963008.000000;0.000000
1687075032815660800.000000;0.000000
1687075032824347648.000000;0.000000
1687075032834490368.000000;0.000000
1687075032846884096.000000;0.000000
1687075032858322432.000000;0.000000
1687075032866096128.000000;0.000000
1687075032873946880.000000;0.000000
1687075032884035328.000000;0.000000
1687075032893883648.000000;0.000000
1687075032904828928.000000;0.000000
1687075032915132672.000000;0.000000
1687075032925999872.000000;0.000000
1687075032934772224.000000;0.000000
1687075032944089088.000000;0.000000
1687075032955104768.000000;0.000000
1687075032965076224.000000;0.000000
1687075032975088128.000000;0.000000
1687075032984237056.000000;0.000000
1687075032993651456.000000;0.000000
1687075033004927488.000000;0.000000
1687075033014162944.000000;0.000000
1687075033026436352.000000;0.000000
1687075033034423552.000000;0.000000
1687075033044477184.000000;0.000000
1687075033054733312.000000;0.000000
1687075033068084480.000000;0.000000
1687075033074021632.000000;0.000000
1687075033084366848.000000;0.000000
1687075033094426368.000000;0.000000
1687075033106644736.000000;0.000000
1687075033119296512.000000;0.000000
1687075033123951360.000000;0.000000
1687075033134006784.000000;0.000000
1687075033143753728.000000;0.000000
1687075033155755776.000000;0.000000
1687075033164540416.000000;0.000000
1687075033173794304.000000;0.000000
1687075033185733632.000000;0.000000
1687075033194760448.000000;0.000000
1687075033205209344.000000;0.000000
1687075033215086336.000000;0.000000
1687075033224183040.000000;0.000000
1687075033234899200.000000;0.000000
1687075033244649216.000000;0.000000
1687075033255968256.000000;0.000000
1687075033265575168.000000;0.000000
1687075033274788096.000000;0.000000
1687075033285303040.000000;0.000000
1687075033295711744.000000;0.000000
1687075033304969472.000000;0.000000
1687075033315416576.000000;0.000000
1687075033324020480.000000;0.000000
1687075033335059456.000000;0.000000
1687075033345646336.000000;0.000000
1687075033354883584.000000;0.000000
1687075033365203968.000000;0.000000
1687075033374402048.000000;0.000000
1687075033384002304.000000;0.000000
1687075033394621440.000000;0.000000
1687075033405238272.000000;0.000000
1687075033415061504.000000;0.000000
1687075033424706304.000000;0.000000
1687075033433740800.000000;0.000000
1687075033443897088.000000;0.000000
1687075033454724864.000000;0.000000
1687075033466282752.000000;0.000000
1687075033474376448.000000;0.000000
1687075033484763648.000000;0.000000
1687075033494934528.000000;0.000000
1687075033505878272.000000;0.000000
1687075033514638336.000000;0.000000
1687075033525066240.000000;0.000000
1687075033534533888.000000;0.000000
1687075033545648640.000000;0.000000
1687075033555269120.000000;0.000000
1687075033566952448.000000;0.000000
1687075033574884352.000000;0.000000
1687075033585787648.000000;0.000000
1687075033594114048.000000;0.000000
1687075033606002432.000000;0.000000
1687075033619063808.000000;0.000000
1687075033623728896.000000;0.000000
1687075033634287872.000000;0.000000
1687075033644133376.000000;0.000000
1687075033654516992.000000;0.000000
1687075033664631808.000000;0.000000
1687075033674859520.000000;0.000000
1687075033683894016.000000;0.000000
1687075033693911296.000000;0.000000
1687075033705051392.000000;0.000000
1687075033714084096.000000;0.000000
1687075033725123584.000000;0.000000
1687075033734942208.000000;0.000000
1687075033745221120.000000;0.000000
1687075033755516160.000000;0.000000
1687075033765889280.000000;0.000000
1687075033774043648.000000;0.000000
1687075033784607488.000000;0.000000
1687075033794468864.000000;0.000000
1687075033807658240.000000;0.000000
1687075033815026688.000000;0.000000
1687075033827620096.000000;0.000000
1687075033833985280.000000;0.000000
1687075033844140288.000000;0.000000
1687075033854546176.000000;0.000000
1687075033866625024.000000;0.000000
1687075033874513920.000000;0.000000
1687075033883917824.000000;0.000000
1687075033895136256.000000;0.000000
1687075033903934720.000000;0.000000
1687075033915154432.000000;0.000000
1687075033924542464.000000;0.000000
1687075033935343104.000000;0.000000
1687075033943794688.000000;0.000000
1687075033955119872.000000;0.000000
1687075033963887360.000000;0.000000
1687075033975065856.000000;0.000000
1687075033985477120.000000;0.000000
1687075033994018816.000000;0.000000
1687075034006331392.000000;0.000000
1687075034014840320.000000;0.000000
1687075034025556480.000000;0.000000
1687075034035320576.000000;0.000000
1687075034044110592.000000;0.000000
1687075034055174656.000000;0.000000
1687075034066726912.000000;0.000000
1687075034073924608.000000;0.000000
1687075034084214528.000000;0.000000
1687075034094274048.000000;0.000000
1687075034104923136.000000;0.000000
1687075034116588032.000000;0.000000
1687075034125270528.000000;0.000000
1687075034135001344.000000;0.000000
1687075034144487936.000000;0.000000
1687075034153815808.000000;0.000000
1687075034167693056.000000;0.000000
1687075034174529024.000000;0.000000
1687075034184402944.000000;0.000000
1687075034194751744.000000;0.000000
1687075034204458496.000000;0.000000
1687075034215342336.000000;0.000000
1687075034224741632.000000;0.000000
1687075034234373376.000000;0.000000
1687075034244548864.000000;0.000000
1687075034254947584.000000;0.000000
1687075034266502656.000000;0.000000
1687075034275156480.000000;0.000000
1687075034284202752.000000;0.000000
1687075034294754304.000000;0.000000
1687075034304656896.000000;0.000000
1687075034315650048.000000;0.000000
1687075034324129280.000000;0.000000
1687075034334497536.000000;0.000000
1687075034344908544.000000;0.000000
1687075034355703552.000000;0.000000
1687075034364446976.000000;0.000000
1687075034374236160.000000;0.000000
1687075034383837184.000000;0.000000
1687075034394873856.000000;0.000000
1687075034404980992.000000;0.000000
1687075034414687232.000000;0.000000
1687075034425077504.000000;0.000000
1687075034434681088.000000;0.000000
1687075034444163072.000000;0.000000
1687075034455481600.000000;0.000000
1687075034467173120.000000;0.000000
1687075034474135808.000000;0.000000
1687075034484160512.000000;0.000000
1687075034495364608.000000;0.000000
1687075034504911360.000000;0.000000
1687075034518429440.000000;0.000000
1687075034524500480.000000;0.000000
1687075034535133696.000000;0.000000
1687075034544658688.000000;0.000000
1687075034555878656.000000;0.000000
1687075034565756672.000000;0.000000
1687075034574602240.000000;0.000000
1687075034584911360.000000;0.000000
1687075034593809152.000000;0.000000
1687075034605751808.000000;0.000000
1687075034614874624.000000;0.000000
1687075034623574016.000000;0.000000
1687075034634552576.000000;0.000000
1687075034644141824.000000;0.000000
1687075034655426816.000000;0.000000
1687075034666095616.000000;0.000000
1687075034674803968.000000;0.000000
1687075034684406016.000000;0.000000
1687075034694698752.000000;0.000000
1687075034705318656.000000;0.000000
1687075034715308032.000000;0.000000
1687075034724426752.000000;0.000000
1687075034735508992.000000;0.000000
1687075034745092352.000000;0.000000
1687075034755298560.000000;0.000000
1687075034763959040.000000;0.000000
1687075034773609728.000000;0.000000
1687075034784412416.000000;0.000000
1687075034794959360.000000;0.000000
1687075034805336320.000000;0.000000
1687075034815320576.000000;0.000000
1687075034824496896.000000;0.000000
1687075034834680320.000000;0.000000
1687075034844086528.000000;0.000000
1687075034855221248.000000;0.000000
1687075034866736896.000000;0.000000
1687075034873589248.000000;0.000000
1687075034885409280.000000;0.000000
1687075034894766080.000000;0.000000
1687075034905410048.000000;0.000000
1687075034915290112.000000;0.000000
1687075034924727552.000000;0.000000
1687075034934184960.000000;0.000000
1687075034944732160.000000;0.000000
1687075034955463936.000000;0.000000
1687075034964128256.000000;0.000000
1687075034974985216.000000;0.000000
1687075034984293376.000000;0.000000
1687075034993817856.000000;0.000000
1687075035003816704.000000;0.000000
1687075035014675712.000000;0.000000
1687075035025729792.000000;0.000000
1687075035034316544.000000;0.000000
1687075035043943936.000000;0.000000
1687075035054400512.000000;0.000000
1687075035065081600.000000;0.000000
1687075035074094592.000000;0.000000
1687075035084843520.000000;0.000000
1687075035094215424.000000;0.000000
1687075035104997632.000000;0.000000
1687075035115162624.000000;0.000000
1687075035124283392.000000;0.000000
1687075035134222336.000000;0.000000
1687075035143844096.000000;0.000000
1687075035155144960.000000;0.000000
1687075035164683776.000000;0.000000
1687075035174179072.000000;0.000000
1687075035184733696.000000;0.000000
1687075035194765568.000000;0.000000
1687075035205403136.000000;0.000000
1687075035213955584.000000;0.000000
1687075035225306368.000000;0.000000
1687075035234514432.000000;0.000000
1687075035244325632.000000;0.000000
1687075035255000064.000000;0.000000
1687075035265469440.000000;0.000000
1687075035273795840.000000;0.000000
1687075035284928000.000000;0.000000
1687075035294768128.000000;0.000000
1687075035304388608.000000;0.000000
1687075035315923200.000000;0.000000
1687075035325499136.000000;0.000000
1687075035334812160.000000;0.000000
1687075035344762112.000000;0.000000
1687075035355980288.000000;0.000000
1687075035364460544.000000;0.000000
1687075035373822976.000000;0.000000
1687075035385007872.000000;0.000000
1687075035394187264.000000;0.000000
1687075035405543168.000000;0.000000
1687075035414716928.000000;0.000000
1687075035424506880.000000;0.000000
1687075035434007296.000000;0.000000
1687075035444285696.000000;0.000000
1687075035454069504.000000;0.000000
1687075035468068096.000000;0.000000
1687075035474156032.000000;0.000000
1687075035484012800.000000;0.000000
1687075035494209536.000000;0.000000
1687075035505560832.000000;0.000000
1687075035513709824.000000;0.000000
1687075035524355328.000000;0.000000
1687075035534133760.000000;0.000000
1687075035544956672.000000;0.000000
1687075035554929920.000000;0.000000
1687075035565192960.000000;0.000000
1687075035574350080.000000;0.000000
1687075035583706112.000000;0.000000
1687075035593868800.000000;0.000000
1687075035605780224.000000;0.000000
1687075035614812672.000000;0.000000
1687075035625552128.000000;0.000000
1687075035634446592.000000;0.000000
1687075035643341312.000000;0.000000
1687075035654074112.000000;0.000000
1687075035667173376.000000;0.000000
1687075035674195712.000000;0.000000
1687075035684765696.000000;0.000000
1687075035694085120.000000;0.000000
1687075035704728832.000000;0.000000
1687075035714826240.000000;0.000000
1687075035724626432.000000;0.000000
1687075035734298880.000000;0.000000
1687075035743533056.000000;0.000000
1687075035756103936.000000;0.000000
1687075035764720384.000000;0.000000
1687075035774799616.000000;0.000000
1687075035784460544.000000;0.000000
1687075035793671936.000000;0.000000
1687075035804414464.000000;0.000000
1687075035814932224.000000;0.000000
1687075035824593152.000000;0.000000
1687075035834679040.000000;0.000000
1687075035844270592.000000;0.000000
1687075035855826688.000000;0.000000
1687075035867439360.000000;0.000000
1687075035875154688.000000;0.000000
1687075035884782080.000000;0.000000
1687075035893878272.000000;0.000000
1687075035905927168.000000;0.000000
1687075035914237952.000000;0.000000
1687075035925119744.000000;0.000000
1687075035933650688.000000;0.000000
1687075035945749248.000000;0.000000
1687075035954269440.000000;0.000000
1687075035965222656.000000;0.000000
1687075035974721536.000000;0.000000
1687075035984369408.000000;0.000000
1687075035994713856.000000;0.000000
1687075036004626176.000000;0.000000
1687075036013730816.000000;0.000000
1687075036024179200.000000;0.000000
1687075036034835200.000000;0.000000
1687075036043649792.000000;0.000000
1687075036055929600.000000;0.000000
1687075036067204096.000000;0.000000
1687075036074574592.000000;0.000000
1687075036084851456.000000;0.000000
1687075036095051776.000000;0.000000
1687075036105948160.000000;0.000000
1687075036115146240.000000;0.000000
1687075036126129408.000000;0.000000
1687075036135183872.000000;0.000000
1687075036144625920.000000;0.000000
1687075036154798848.000000;0.000000
1687075036164124416.000000;0.000000
1687075036175401472.000000;0.000000
1687075036185454080.000000;0.000000
1687075036194306560.000000;0.000000
1687075036205231872.000000;0.000000
1687075036214601216.000000;0.000000
1687075036225124096.000000;0.000000
1687075036233883648.000000;0.000000
1687075036243687680.000000;0.000000
1687075036255716096.000000;0.000000
1687075036265244928.000000;0.000000
1687075036273875200.000000;0.000000
1687075036285647616.000000;0.000000
1687075036295008512.000000;0.000000
1687075036304306944.000000;0.000000
1687075036315296256.000000;0.000000
1687075036324172544.000000;0.000000
1687075036334243840.000000;0.000000
1687075036345020672.000000;0.000000
1687075036354955520.000000;0.000000
1687075036364530176.000000;0.000000
1687075036375191552.000000;0.000000
1687075036384984320.000000;0.000000
1687075036394841088.000000;0.000000
1687075036405304064.000000;0.000000
1687075036415039744.000000;0.000000
1687075036424809472.000000;0.000000
1687075036434191360.000000;0.000000
1687075036444304640.000000;0.000000
1687075036455361280.000000;0.000000
1687075036467022848.000000;0.000000
1687075036474865152.000000;0.000000
1687075036484175104.000000;0.000000
1687075036493911808.000000;0.000000
1687075036505588992.000000;0.000000
1687075036514967040.000000;0.000000
1687075036524471040.000000;0.000000
1687075036534764800.000000;0.000000
1687075036544167936.000000;0.000000
1687075036554587136.000000;0.000000
1687075036566578176.000000;0.000000
1687075036574799872.000000;0.000000
1687075036584289024.000000;0.000000
1687075036594169856.000000;0.000000
1687075036605560832.000000;0.000000
1687075036615176192.000000;0.000000
1687075036624049408.000000;0.000000
1687075036633985792.000000;0.000000
1687075036644212224.000000;0.000000
1687075036655258112.000000;0.000000
1687075036665303552.000000;0.000000
1687075036673744896.000000;0.000000
1687075036683847424.000000;0.000000
1687075036695004416.000000;0.000000
1687075036704556288.000000;0.000000
1687075036715701760.000000;0.000000
1687075036724660480.000000;0.000000
1687075036735420928.000000;0.000000
1687075036745456896.000000;0.000000
1687075036755238656.000000;0.000000
1687075036764006656.000000;0.000000
1687075036774281216.000000;0.000000
1687075036784497408.000000;0.000000
1687075036794147328.000000;0.000000
1687075036805424384.000000;0.000000
1687075036814501888.000000;0.000000
1687075036824415232.000000;0.000000
1687075036834728960.000000;0.000000
1687075036844709632.000000;0.000000
1687075036855035136.000000;0.000000
1687075036864364288.000000;0.000000
1687075036874356992.000000;0.000000
1687075036884050688.000000;0.000000
1687075036894887680.000000;0.000000
1687075036904581888.000000;0.000000
1687075036915334144.000000;0.000000
1687075036924865280.000000;0.000000
1687075036933857536.000000;0.000000
1687075036945461504.000000;0.000000
1687075036954982912.000000;0.000000
1687075036966062848.000000;0.000000
1687075036974738176.000000;0.000000
1687075036984194048.000000;0.000000
1687075036993630464.000000;0.000000
1687075037003831296.000000;0.000000
1687075037014957312.000000;0.000000
1687075037024698368.000000;0.000000
1687075037033980416.000000;0.000000
1687075037043593984.000000;0.000000
1687075037055162624.000000;0.000000
1687075037065644544.000000;0.000000
1687075037074011648.000000;0.000000
1687075037084619008.000000;0.000000
1687075037095105536.000000;0.000000
1687075037104761856.000000;0.000000
1687075037114977024.000000;0.000000
1687075037124356864.000000;0.000000
1687075037134846208.000000;0.000000
1687075037144349952.000000;0.000000
1687075037154006784.000000;0.000000
1687075037164029952.000000;0.000000
