# Timestamp(ns);gear_cmd;accelerator_cmd;brake_cmd
1687075030225162496.000000;1.000000;-5.263158;0.000000
1687075030306686976.000000;1.000000;-5.263158;0.000000
1687075030346149120.000000;1.000000;-5.263158;0.000000
1687075030384593664.000000;1.000000;-5.263158;0.000000
1687075030444856832.000000;1.000000;-5.263158;0.000000
1687075030483818752.000000;1.000000;-5.263158;0.000000
1687075030525055488.000000;1.000000;-5.263158;0.000000
1687075030583987456.000000;1.000000;-5.263158;0.000000
1687075030643983104.000000;1.000000;-5.263158;0.000000
1687075030683817216.000000;1.000000;-5.263158;0.000000
1687075030725554432.000000;1.000000;-5.263158;0.000000
1687075030784688384.000000;1.000000;-5.263158;0.000000
1687075030825021952.000000;1.000000;-5.263158;0.000000
1687075030884742912.000000;1.000000;-5.263158;0.000000
1687075030944605440.000000;1.000000;-5.263158;0.000000
1687075030984293888.000000;1.000000;-5.263158;0.000000
1687075031044661248.000000;1.000000;-5.263158;0.000000
1687075031084072960.000000;1.000000;-5.263158;0.000000
1687075031144968704.000000;1.000000;-5.263158;0.000000
1687075031185016320.000000;1.000000;-5.263158;0.000000
1687075031224372224.000000;1.000000;-5.263158;0.000000
1687075031283730432.000000;1.000000;-5.263158;0.000000
1687075031323901184.000000;1.000000;-5.263158;0.000000
1687075031384513792.000000;1.000000;-5.263158;0.000000
1687075031424026112.000000;1.000000;-5.263158;0.000000
1687075031484212224.000000;1.000000;-5.263158;0.000000
1687075031545252608.000000;1.000000;-5.263158;0.000000
1687075031584432128.000000;1.000000;-5.263158;0.000000
1687075031644102656.000000;1.000000;-5.263158;0.000000
1687075031684087808.000000;1.000000;-5.263158;0.000000
1687075031723526912.000000;1.000000;-5.263158;0.000000
1687075031785339392.000000;1.000000;-5.263158;0.000000
1687075031825076736.000000;1.000000;-5.263158;0.000000
1687075031885189120.000000;1.000000;-5.263158;0.000000
1687075031924933120.000000;1.000000;-5.263158;0.000000
1687075032024095232.000000;1.000000;-5.263158;0.000000
1687075032044388864.000000;1.000000;-5.263158;0.000000
1687075032104621824.000000;1.000000;-5.263158;0.000000
1687075032164289280.000000;1.000000;-5.263158;0.000000
1687075032206042624.000000;1.000000;-5.263158;0.000000
1687075032244043008.000000;1.000000;-5.263158;0.000000
1687075032284032000.000000;1.000000;-5.263158;0.000000
1687075032325034240.000000;1.000000;-5.263158;0.000000
1687075032384043776.000000;1.000000;-5.263158;0.000000
1687075032444289024.000000;1.000000;-5.263158;0.000000
1687075032484213504.000000;1.000000;-5.263158;0.000000
1687075032545565184.000000;1.000000;-5.263158;0.000000
1687075032584372480.000000;1.000000;-5.263158;0.000000
1687075032644420096.000000;1.000000;-5.263158;0.000000
1687075032684456192.000000;1.000000;-5.263158;0.000000
1687075032724186880.000000;1.000000;-5.263158;0.000000
1687075032785115392.000000;1.000000;-5.263158;0.000000
1687075032845383424.000000;1.000000;-5.263158;0.000000
1687075032884054784.000000;1.000000;-5.263158;0.000000
1687075032924565760.000000;1.000000;-5.263158;0.000000
1687075032984294656.000000;1.000000;-5.263158;0.000000
1687075033044566272.000000;1.000000;-5.263158;0.000000
1687075033084443392.000000;1.000000;-5.263158;0.000000
1687075033144108032.000000;1.000000;-5.263158;0.000000
1687075033183804928.000000;1.000000;-5.263158;0.000000
1687075033244701952.000000;1.000000;-5.263158;0.000000
1687075033285366016.000000;1.000000;-5.263158;0.000000
1687075033345709568.000000;1.000000;-5.263158;0.000000
1687075033384059136.000000;1.000000;-5.263158;0.000000
1687075033443932160.000000;1.000000;-5.263158;0.000000
1687075033484837376.000000;1.000000;-5.263158;0.000000
1687075033544077056.000000;1.000000;-5.263158;0.000000
1687075033585824512.000000;1.000000;-5.263158;0.000000
1687075033623805184.000000;1.000000;-5.263158;0.000000
1687075033683972864.000000;1.000000;-5.263158;0.000000
1687075033825738752.000000;1.000000;-5.263158;0.000000
1687075034125319936.000000;1.000000;-5.263158;0.000000
1687075034705441280.000000;1.000000;-5.263158;0.000000
1687075034724474624.000000;1.000000;-5.263158;0.000000
1687075035265545472.000000;1.000000;-5.263158;0.000000
1687075035285066240.000000;1.000000;-5.263158;0.000000
1687075035724679936.000000;1.000000;-5.263158;0.000000
1687075035744627456.000000;1.000000;-5.263158;0.000000
1687075035804462592.000000;1.000000;-5.263158;0.000000
1687075035865600256.000000;1.000000;-5.263158;0.000000
1687075035906002176.000000;1.000000;-5.263158;0.000000
1687075035945803776.000000;1.000000;-5.263158;0.000000
1687075035984438016.000000;1.000000;-5.263158;0.000000
1687075036067260672.000000;1.000000;-5.263158;0.000000
1687075036084932096.000000;1.000000;-5.263158;0.000000
1687075036144678400.000000;1.000000;-5.263158;0.000000
1687075036205313024.000000;1.000000;-5.263158;0.000000
1687075036265293312.000000;1.000000;-5.263158;0.000000
1687075036284170752.000000;1.000000;-5.263158;0.000000
1687075036343698944.000000;1.000000;-5.263158;0.000000
1687075036385027328.000000;1.000000;-5.263158;0.000000
1687075036467079424.000000;1.000000;-5.263158;0.000000
1687075036484352256.000000;1.000000;-5.263158;0.000000
1687075036544231680.000000;1.000000;-5.263158;0.000000
1687075036584390144.000000;1.000000;-5.263158;0.000000
1687075036644346624.000000;1.000000;-5.263158;0.000000
1687075036683890432.000000;1.000000;-5.263158;0.000000
1687075036745527040.000000;1.000000;-5.263158;0.000000
1687075036805502976.000000;1.000000;-5.263158;0.000000
1687075036844797440.000000;1.000000;-5.263158;0.000000
1687075036884102656.000000;1.000000;-5.263158;0.000000
1687075036964581888.000000;1.000000;-5.263158;0.000000
1687075037024763136.000000;1.000000;-5.263158;0.000000
1687075037164090368.000000;1.000000;-5.263158;0.000000
