# Timestamp(ns);pedal_cmd
1687075028546166528.000000;0.000000
1687075028548322560.000000;0.000000
1687075028548811520.000000;0.000000
1687075028549548288.000000;0.000000
1687075028550112768.000000;0.000000
1687075028550589184.000000;0.000000
1687075028551099904.000000;0.000000
1687075028551471360.000000;0.000000
1687075028551783936.000000;0.000000
1687075028552217856.000000;0.000000
1687075028553226752.000000;0.000000
1687075028563402496.000000;0.000000
1687075028573426688.000000;0.000000
1687075028583480576.000000;0.000000
1687075028593313280.000000;0.000000
1687075028602966784.000000;0.000000
1687075028614500608.000000;0.000000
1687075028623380224.000000;0.000000
1687075028632955648.000000;0.000000
1687075028643230720.000000;0.000000
1687075028653420544.000000;0.000000
1687075028664952576.000000;0.000000
1687075028673985280.000000;0.000000
1687075028683608064.000000;0.000000
1687075028693602304.000000;0.000000
1687075028706498304.000000;0.000000
1687075028717389824.000000;0.000000
1687075028723943936.000000;0.000000
1687075028733392384.000000;0.000000
1687075028744250368.000000;0.000000
1687075028754119424.000000;0.000000
1687075028764144640.000000;0.000000
1687075028773233408.000000;0.000000
1687075028785538048.000000;0.000000
1687075028793912576.000000;0.000000
1687075028805275392.000000;0.000000
1687075028814087936.000000;0.000000
1687075028823440128.000000;0.000000
1687075028840945664.000000;0.000000
1687075028844434432.000000;0.000000
1687075028853784832.000000;0.000000
1687075028872988416.000000;0.000000
1687075028876869376.000000;0.000000
1687075028882958336.000000;0.000000
1687075028898311168.000000;0.000000
1687075028903549952.000000;0.000000
1687075028914269440.000000;0.000000
1687075028923206144.000000;0.000000
1687075028934297088.000000;0.000000
1687075028944049152.000000;0.000000
1687075028954193152.000000;0.000000
1687075028964590336.000000;0.000000
1687075028974231296.000000;0.000000
1687075028984706048.000000;0.000000
1687075028993793792.000000;0.000000
1687075029005277696.000000;0.000000
1687075029014251776.000000;0.000000
1687075029023554816.000000;0.000000
1687075029033709056.000000;0.000000
1687075029046553600.000000;0.000000
1687075029053933056.000000;0.000000
1687075029063970048.000000;0.000000
1687075029075275520.000000;0.000000
1687075029083684864.000000;0.000000
1687075029096224256.000000;0.000000
1687075029104117504.000000;0.000000
1687075029116985856.000000;0.000000
1687075029123987968.000000;0.000000
1687075029138585856.000000;0.000000
1687075029145743104.000000;0.000000
1687075029153967104.000000;0.000000
1687075029164429312.000000;0.000000
1687075029177415424.000000;0.000000
1687075029183958016.000000;0.000000
1687075029193447936.000000;0.000000
1687075029203903744.000000;0.000000
1687075029213390592.000000;0.000000
1687075029226264832.000000;0.000000
1687075029233361920.000000;0.000000
1687075029244099840.000000;0.000000
1687075029259184896.000000;0.000000
1687075029269954048.000000;0.000000
1687075029273425152.000000;0.000000
1687075029284077824.000000;0.000000
1687075029294746624.000000;0.000000
1687075029304440576.000000;0.000000
1687075029314928896.000000;0.000000
1687075029326777088.000000;0.000000
1687075029334571008.000000;0.000000
1687075029344548096.000000;0.000000
1687075029356300800.000000;0.000000
1687075029368443648.000000;0.000000
1687075029376368128.000000;0.000000
1687075029383478016.000000;0.000000
1687075029394419200.000000;0.000000
1687075029409913856.000000;0.000000
1687075029416400896.000000;0.000000
1687075029425339136.000000;0.000000
1687075029434897152.000000;0.000000
1687075029444095744.000000;0.000000
1687075029455367424.000000;0.000000
1687075029470698240.000000;0.000000
1687075029475864064.000000;0.000000
1687075029483574272.000000;0.000000
1687075029494770432.000000;0.000000
1687075029508678656.000000;0.000000
1687075029516133376.000000;0.000000
1687075029523567616.000000;0.000000
1687075029534666496.000000;0.000000
1687075029547540992.000000;0.000000
1687075029554722816.000000;0.000000
1687075029565815040.000000;0.000000
1687075029574739456.000000;0.000000
1687075029586587904.000000;0.000000
1687075029595970304.000000;0.000000
1687075029607483392.000000;0.000000
1687075029615627520.000000;0.000000
1687075029625694720.000000;0.000000
1687075029637796096.000000;0.000000
1687075029646832384.000000;0.000000
1687075029658551552.000000;0.000000
1687075029666974976.000000;0.000000
1687075029675875584.000000;0.000000
1687075029684506368.000000;0.000000
1687075029697136896.000000;0.000000
1687075029706841856.000000;0.000000
1687075029717570048.000000;0.000000
1687075029724809472.000000;0.000000
1687075029735916544.000000;0.000000
